word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos,normalized_word,normalized_pos,crf_source_row,beacco_source_row
ami,NOUN,A1,beacco,1012.8227,551.2084,1012.8227,605.4557,489.4678,550.4598,223.7652,0.0,551.2084,1364.7999,738.1825,569.2912,644.0994,283.1427,0.0,674.89,A1,word_pos,ami,N,ami,NOM,ami,NOUN,574,485.0
devoir,VERB,A1,beacco,1002.9769,1469.6604,1002.9769,1565.3722,1520.5656,1671.0764,1696.7678,773.4784,1469.6604,890.1606,1748.8758,1449.6355,1240.6555,2022.4554,897.7623,1433.0362,A1,word_pos,devoir,V,devoir,VER,devoir,VERB,4669,3673.0
connaître,VERB,A1,beacco,987.8832,939.2308,987.8832,1043.882,905.8302,1181.1508,535.5775,604.9172,939.2308,1130.3196,1025.0704,910.2577,1206.2817,578.9314,694.4895,965.6648,A1,word_pos,connaître,V,connaître,VER,connaître,VERB,3645,2929.0
aujourd'hui,ADV,A1,beacco,978.0729,740.1336,978.0729,494.8894,688.8183,338.2737,1247.5239,1253.1707,740.1336,882.1748,551.006,683.4412,379.2694,1027.8803,1358.7975,711.084,A1,word_pos,aujourd'hui,ADV,aujourd'hui,ADV,aujourd'hui,ADV,1361,1035.0
penser,VERB,A1,beacco,971.7629,910.3938,971.7629,1186.3786,699.9168,1197.9746,552.7503,434.0879,910.3938,963.0015,1313.7511,709.0352,1472.6193,593.2974,458.0637,988.907,A1,word_pos,penser,V,penser,VER,penser,VERB,11875,9409.0
homme,NOUN,A1,beacco,966.8581,1753.3172,966.8581,2052.2838,1825.5408,2234.177,1553.65,493.6122,1753.3172,735.0122,2069.2006,1972.7933,2432.7363,1412.7339,549.5428,1776.8652,A1,word_pos,homme,N,homme,NOM,homme,NOUN,7915,6195.0
encore,ADV,A1,beacco,934.8783,1106.559,934.8783,1234.6228,1044.8102,1075.8112,1126.232,1179.8362,1106.559,926.1368,1350.4845,1139.382,1315.6818,1101.0223,1401.7247,1200.9521,A1,word_pos,encore,ADV,encore,ADV,encore,ADV,6090,4629.0
rue,NOUN,A1,beacco,931.4283,534.0623,931.4283,542.6987,344.1052,787.9202,198.4638,87.2723,534.0623,860.3375,544.8629,347.849,881.5247,154.1598,77.4712,532.4631,A1,word_pos,rue,N,rue,NOM,rue,NOUN,14027,11310.0
quel,DET,A1,crf_first_attested,928.2239,478.1533,928.2239,487.4026,432.0377,410.2561,200.4953,256.8833,478.1533,,,,,,,,,crf_only,quel,DET,,,quel,DET,13196,
nouveau,ADJ,A1,beacco,924.4088,985.8928,924.4088,704.1072,874.4424,1086.9873,1433.4214,1245.386,985.8928,984.132,857.5941,1017.626,1097.4769,1417.5012,1448.3231,1079.5398,A1,word_pos,nouveau,A,nouveau,ADJ,nouveau,ADJ,11009,8741.0
tu,PRON,A1,beacco,918.683,397.8404,918.683,814.3553,193.6226,121.4739,22.4589,0.0,397.8404,5813.8488,4331.4899,1526.8058,669.6552,145.928,19.328,2351.856,A1,word_pos,tu,PRO,tu,PRO,tu,PRON,16274,13191.0
après,PREP,A1,beacco,914.559,852.4469,914.559,821.0911,895.4343,909.3532,738.1414,419.4041,852.4469,601.0675,783.3981,924.6138,800.1636,730.9206,638.8646,797.9434,A1,word_pos,après,PREP,après,PRP,après,PREP,873,722.0
matin,NOUN,A1,beacco,896.705,406.8575,896.705,456.0443,313.1716,422.6869,97.2535,45.034,406.8575,845.8994,457.8918,375.5753,543.9388,120.1438,44.6051,451.2888,A1,word_pos,matin,N,matin,NOM,matin,NOUN,10015,7936.0
quelque,DET,A1,crf_first_attested,895.3021,1145.6636,895.3021,1415.7528,1215.9126,1195.7177,917.2449,559.993,1145.6636,,,,,,,,,crf_only,quelque,DET,,,quelque,DET,13202,
vacance,NOUN,A1,beacco,889.3358,221.2168,,,,,,,,889.3358,281.3659,77.3009,105.5945,62.7057,0.0,221.2168,A1,beacco_only,,,vacance,NOM,vacance,NOUN,,13349.0
partir,VERB,A1,beacco,876.0267,577.8332,876.0267,796.6111,583.2018,460.4823,228.161,28.5334,577.8332,1120.1572,1199.1524,907.2668,703.9674,624.7276,302.5599,895.1826,A1,word_pos,partir,V,partir,VER,partir,VERB,11730,9288.0
comme,ADV,A1,beacco,862.7038,1186.662,,,,,,,,862.7038,1397.3287,1112.4275,1274.4423,1234.2453,1178.7363,1186.662,A1,beacco_only,,,comme,ADV,comme,ADV,,2662.0
jour,NOUN,A1,beacco,855.4375,817.1123,855.4375,1020.8591,830.9498,686.3711,625.6503,240.417,817.1123,1771.1583,1912.1768,1829.5288,1290.3368,998.1741,893.8229,1619.8349,A1,word_pos,jour,N,jour,NOM,jour,NOUN,9079,7200.0
comment,ADV,A1,beacco,852.7011,549.2186,852.7011,533.5357,447.1556,469.4223,667.9861,158.3886,549.2186,1004.1898,634.2354,505.9653,602.2041,556.5838,183.2011,618.3182,A1,word_pos,comment,ADV,comment,ADV,comment,ADV,3353,2666.0
madame,NOUN,A1,beacco,851.0721,237.8259,851.0721,223.7358,70.8739,183.2428,39.4473,6.4938,237.8259,1205.3233,320.1054,178.7295,472.6612,102.8626,56.7717,406.9503,A1,word_pos,madame,N,madame,NOM,madame,NOUN,9713,7671.0
chercher,VERB,A1,beacco,850.3721,507.7936,850.3721,624.1187,371.3517,547.7372,319.4744,125.573,507.7936,998.4982,677.0049,514.7162,618.5784,292.9706,213.1318,603.5752,A1,word_pos,chercher,V,chercher,VER,chercher,VERB,2891,2284.0
rester,VERB,A1,beacco,841.3403,939.1871,841.3403,1178.1938,980.9344,705.857,679.469,1100.3645,939.1871,768.6065,1209.2221,1118.9544,709.8148,740.4712,848.1384,967.9337,A1,word_pos,rester,V,rester,VER,rester,VERB,13778,11086.0
attendre,VERB,A1,beacco,835.9484,645.8481,835.9484,771.1823,716.788,670.6497,176.2609,56.9312,645.8481,892.7043,700.6001,810.2912,729.8055,270.2479,113.6757,701.4644,A1,word_pos,attendre,V,attendre,VER,attendre,VERB,1163,969.0
vacances,NOUN,A1,crf_first_attested,829.7882,215.4668,829.7882,236.5855,79.7637,103.5972,55.1534,0.0,215.4668,,,,,,,,,crf_only,vacances,N,,,vacances,NOUN,16606,
où,PRON,A1,beacco,823.9244,1386.2344,823.9244,1618.7122,1275.9835,1788.0771,1544.2444,1014.876,1386.2344,1029.1967,1752.6553,1428.494,2028.9136,1516.5987,1082.3063,1545.3,A1,word_pos,où,PRO,où,PRO,où,PRON,11440,9086.0
rien,PRON,A1,crf_first_attested,816.3203,978.6688,816.3203,1144.1732,920.9562,1692.8904,485.3104,207.532,978.6688,,,,,,,,,crf_only,rien,PRO,,,rien,PRON,13872,
trop,ADV,A1,beacco,808.8399,589.9198,808.8399,668.6144,441.9179,792.8176,358.3519,390.0391,589.9198,876.4024,590.4893,508.7993,899.5141,438.5986,306.6137,626.7276,A1,word_pos,trop,ADV,trop,ADV,trop,ADV,16225,13155.0
année,NOUN,A1,beacco,803.7822,893.8022,803.7822,635.6527,929.886,558.4096,1544.4245,1201.6444,893.8022,872.638,724.0548,916.6096,598.473,1339.8029,1287.1818,891.2136,A1,word_pos,année,N,année,NOM,année,NOUN,706,594.0
jeune,ADJ,A1,beacco,803.6557,812.8276,803.6557,967.8547,803.7671,942.5745,389.4739,466.316,812.8276,677.5586,1144.8796,950.1417,978.0515,410.3394,413.5898,878.3185,A1,word_pos,jeune,A,jeune,ADJ,jeune,ADJ,9041,7169.0
monde,NOUN,A1,beacco,802.974,934.6804,802.974,877.1881,1070.634,692.5871,1013.621,893.4868,934.6804,1215.1451,1171.3932,1217.3107,910.8673,1022.1996,866.3654,1132.9303,A1,word_pos,monde,N,monde,NOM,monde,NOUN,10374,8231.0
jours,NOUN,A1,crf_first_attested,801.5829,590.0944,801.5829,682.36,609.7759,456.4003,286.8162,326.0806,590.0944,,,,,,,,,crf_only,jours,N,,,jours,NOUN,9090,
père,NOUN,A1,beacco,800.3854,578.9957,800.3854,583.7785,441.7841,834.2294,300.5161,163.5868,578.9957,832.3283,622.904,484.9799,782.989,206.6451,425.2159,602.452,A1,word_pos,père,N,père,NOM,père,NOUN,13074,10462.0
toute,ADJ,A1,crf_first_attested,786.518,442.349,786.518,471.7768,384.1736,459.1323,276.337,56.3711,442.349,,,,,,,,,crf_only,toute,A,,,toute,ADJ,16017,
vie,NOUN,A1,beacco,777.6976,1120.7809,777.6976,1192.3617,1067.4645,891.0389,1454.5766,1596.2845,1120.7809,681.7757,1208.5789,1121.8412,917.8975,1423.9743,1636.0886,1109.0659,A1,word_pos,vie,N,vie,NOM,vie,NOUN,16821,13528.0
journée,NOUN,A1,beacco,775.4798,279.7613,775.4798,250.3702,278.3944,107.61,93.8395,48.0277,279.7613,606.4853,266.1477,271.1005,141.7074,103.8406,77.4712,267.4486,A1,word_pos,journée,N,journée,NOM,journée,NOUN,9088,7206.0
retrouver,VERB,A1,beacco,772.7881,469.9777,772.7881,526.3359,379.5177,517.9287,255.1075,116.5635,469.9777,811.2055,471.3875,452.0461,558.5224,281.6571,145.006,495.8137,A1,word_pos,retrouver,V,retrouver,VER,retrouver,VERB,13819,11124.0
demain,ADV,A1,beacco,772.7648,264.5773,772.7648,340.2493,135.1579,193.197,18.6069,0.0,264.5773,700.0175,304.7658,97.0769,161.3055,6.0005,0.0,220.0696,A1,word_pos,demain,ADV,demain,ADV,demain,ADV,4547,3584.0
vieux,ADJ,A1,beacco,763.8041,339.0247,763.8041,368.1587,308.1603,230.7908,64.4917,257.0043,339.0247,645.3286,617.1132,416.1805,324.2958,49.5147,226.4825,433.0616,A1,word_pos,vieux,A,vieux,ADJ,vieux,ADJ,16836,13542.0
mère,NOUN,A1,beacco,763.451,491.443,763.451,499.853,375.4241,609.5274,269.4298,235.517,491.443,659.618,544.061,409.2181,584.7414,145.5018,332.3343,479.8203,A1,word_pos,mère,N,mère,NOM,mère,NOUN,10632,8441.0
rentrer,VERB,A1,beacco,753.5729,310.8497,753.5729,345.2826,249.8352,173.516,121.491,43.6102,310.8497,703.2021,393.267,283.4848,186.5998,148.8703,86.9662,337.2143,A1,word_pos,rentrer,V,rentrer,VER,rentrer,VERB,13683,10996.0
commencer,VERB,A1,beacco,749.714,517.7739,749.714,645.4487,555.1109,252.128,305.9969,185.4324,517.7739,716.1647,674.3867,526.605,268.8214,281.6571,232.4136,509.311,A1,word_pos,commencer,V,commencer,VER,commencer,VERB,3351,2665.0
famille,NOUN,A1,beacco,747.779,581.5559,747.779,504.604,616.7554,476.4369,446.0155,519.7206,581.5559,727.3192,489.8692,539.383,530.7875,423.6777,555.8418,566.9113,A1,word_pos,famille,N,famille,NOM,famille,NOUN,6654,5099.0
bel,ADJ,A1,crf_first_attested,747.568,379.5311,747.568,516.7192,311.1642,249.7168,113.8802,114.1335,379.5311,,,,,,,,,crf_only,bel,A,,,bel,ADJ,1768,
autre,ADJ,A1,beacco,745.3113,1182.8871,745.3113,1076.4227,1144.2641,1518.7331,1199.6008,1960.4797,1182.8871,1311.0197,2108.1952,2299.0974,2770.3763,2454.0429,2806.0007,2237.4,A1,word_pos,autre,A,autre,ADJ,autre,ADJ,1443,1094.0
souvent,ADV,A1,beacco,744.1071,604.5635,744.1071,562.7999,379.3777,618.6584,821.4501,829.3137,604.5635,750.2565,496.913,468.5303,517.6836,841.4314,1219.799,621.6282,A1,word_pos,souvent,ADV,souvent,ADV,souvent,ADV,15062,12196.0
semaine,NOUN,A1,beacco,743.6535,304.853,743.6535,281.1284,301.169,127.1871,170.5794,165.4454,304.853,648.3172,377.8392,313.8658,164.6578,191.5602,192.6297,320.4483,A1,word_pos,semaine,N,semaine,NOM,semaine,NOUN,14630,11839.0
musée,NOUN,A1,beacco,734.3501,207.9583,734.3501,94.3449,217.5439,45.9137,75.2539,0.0,207.9583,544.4966,100.7859,161.4161,37.5577,62.7057,0.0,167.9378,A1,word_pos,musée,N,musée,NOM,musée,NOUN,10598,8413.0
temps,NOUN,A1,beacco,725.1785,848.9697,725.1785,1070.5768,650.8861,746.3139,1138.721,685.1468,848.9697,1021.5468,1582.8073,1002.4458,1189.6527,1358.9044,761.9281,1202.5783,A1,word_pos,temps,N,temps,NOM,temps,NOUN,15725,12740.0
d'accord,ADV,A1,beacco,720.11,206.5802,,,,,,,,720.11,243.8603,76.5305,153.8346,49.5147,77.5234,206.5802,A1,beacco_only,,,d'accord,ADV,d'accord,ADV,,3538.0
donner,VERB,A1,beacco,719.5018,1006.2512,719.5018,1001.4163,1147.6016,1353.7457,753.8073,473.9282,1006.2512,746.3983,1121.5416,1257.2575,1345.9333,830.9907,571.5853,1087.947,A1,word_pos,donner,V,donner,VER,donner,VERB,4969,3903.0
école,NOUN,A1,beacco,706.8976,357.8043,706.8976,361.8459,237.338,228.0941,270.8055,396.0135,357.8043,682.5482,422.4986,255.0276,284.5976,206.9223,273.8885,367.1976,A1,word_pos,école,N,école,NOM,école,NOUN,17418,13839.0
manger,VERB,A1,beacco,704.065,251.5657,704.065,334.6434,197.7837,56.5327,55.9489,0.0,251.5657,1064.7056,504.2399,309.6845,94.0751,92.388,12.833,374.2769,A1,word_pos,manger,V,manger,VER,manger,VERB,9851,7792.0
femme,NOUN,A1,beacco,703.7189,1319.4703,703.7189,1578.085,1052.4475,1494.9777,887.1997,3260.9122,1319.4703,570.4947,1633.1841,1120.3629,1673.3227,949.0189,3105.845,1346.6246,A1,word_pos,femme,N,femme,NOM,femme,NOUN,6735,5172.0
place,NOUN,A1,beacco,698.3526,481.0386,698.3526,386.7904,355.9003,482.6293,582.3653,444.4731,481.0386,777.4602,530.0475,416.8377,710.795,621.3454,363.5044,572.0227,A1,word_pos,place,N,place,NOM,place,NOUN,12147,9651.0
plaire,VERB,A1,beacco,693.5216,255.0209,693.5216,384.9193,127.1888,178.295,15.5058,9.6228,255.0209,701.534,358.0835,96.9885,165.1796,18.0014,19.328,236.7221,A1,word_pos,plaire,V,plaire,VER,plaire,VERB,12162,9665.0
tout,PRON,A1,beacco,688.6908,615.523,688.6908,681.8118,527.3755,779.5776,570.8536,68.1256,615.523,4816.552,3961.0066,4175.4351,4397.2581,3538.0001,2242.4936,4065.5348,A1,word_pos,tout,PRO,tout,PRO,tout,PRON,15990,12966.0
devant,PREP,A1,beacco,674.5718,605.9094,674.5718,674.0484,560.0303,663.9653,562.0534,183.4536,605.9094,501.7524,637.1786,569.7733,670.4473,517.307,202.2974,573.3106,A1,word_pos,devant,PREP,devant,PRP,devant,PREP,4656,3665.0
oui,ADV,A1,crf_first_attested,670.1904,206.4938,670.1904,169.5426,118.1491,182.937,76.3593,9.6228,206.4938,,,,,,,,,crf_only,oui,ADV,,,oui,ADV,11398,
pendant,PREP,A1,beacco,668.4868,661.8986,668.4868,815.4154,649.5103,706.4578,423.8881,365.5734,661.8986,666.8616,881.3503,673.2264,613.2726,423.342,316.3039,663.7842,A1,word_pos,pendant,PREP,pendant,PRP,pendant,PREP,11864,9400.0
vers,PREP,A1,beacco,662.579,718.2041,662.579,662.404,733.5453,966.6412,481.0572,617.2507,718.2041,639.3045,675.33,842.0395,972.6167,536.1825,418.7845,750.5001,A1,word_pos,vers,PREP,vers,PRP,vers,PREP,16750,13471.0
répondre,VERB,A1,beacco,657.5293,740.9614,657.5293,1124.7276,798.9092,596.7417,348.9583,43.6102,740.9614,728.897,999.3143,832.639,659.2612,320.2055,86.9662,745.9566,A1,word_pos,répondre,V,répondre,VER,répondre,VERB,14232,11500.0
maintenant,ADV,A1,beacco,657.5054,501.0941,657.5054,736.6014,328.7275,551.6928,186.6696,242.1716,501.0941,703.2121,799.6333,463.7799,527.8027,162.7924,228.8816,561.0611,A1,word_pos,maintenant,ADV,maintenant,ADV,maintenant,ADV,9757,7710.0
rien,ADV,A1,beacco,648.5302,780.5476,,,,,,,,648.5302,882.0358,674.8242,1398.0023,432.8818,171.4545,780.5476,A1,beacco_only,,,rien,ADV,rien,ADV,,11175.0
ici,ADV,A1,beacco,647.5917,464.3033,647.5917,599.7025,425.9355,400.5097,180.9341,187.4754,464.3033,661.5684,796.1873,580.2765,561.253,280.6556,328.0847,602.1434,A1,word_pos,ici,ADV,ici,ADV,ici,ADV,8121,6355.0
peut-être,ADV,A1,beacco,643.033,518.22,,,,,,,,643.033,546.9203,376.381,1010.0618,212.073,12.833,518.22,A1,beacco_only,,,peut-être,ADV,peut-être,ADV,,9515.0
voiture,NOUN,A1,beacco,633.2992,461.551,633.2992,598.5361,482.7571,202.696,271.9047,25.9752,461.551,625.9943,607.1459,447.2228,295.6184,287.2691,25.6659,456.4525,A1,word_pos,voiture,N,voiture,NOM,voiture,NOUN,16973,13648.0
accor,NOUN,A1,crf_first_attested,631.2547,196.4766,631.2547,163.189,90.0176,121.8305,118.6026,152.5583,196.4766,,,,,,,,,crf_only,accor,N,,,accor,NOUN,101,
chambre,NOUN,A1,beacco,623.7626,483.8335,623.7626,723.5863,367.4506,556.334,115.6395,0.0,483.8335,756.7922,686.992,408.0173,541.1486,101.2835,0.0,507.5821,A1,word_pos,chambre,N,chambre,NOM,chambre,NOUN,2759,2174.0
il y avoir,VERB,A1,crf_first_attested,620.4328,300.1322,620.4328,297.3251,236.5684,243.6138,221.8063,6.176,300.1322,,,,,,,,,crf_only,il y avoir,V,,,il y avoir,VERB,8174,
dernier,ADJ,A1,beacco,614.1761,627.3666,614.1761,560.936,648.748,598.6511,648.7205,764.1039,627.3666,534.3163,538.2732,582.9503,477.4424,591.1264,649.2985,554.1171,A1,word_pos,dernier,A,dernier,ADJ,dernier,ADJ,4597,3624.0
personne,NOUN,A1,beacco,613.1961,686.8761,613.1961,623.87,675.6508,796.5045,734.5445,378.4275,686.8761,863.9974,978.5542,889.9353,1124.0325,786.557,434.8311,934.2075,A1,word_pos,personne,N,personne,NOM,personne,NOUN,11946,9467.0
tard,ADV,A1,beacco,604.8723,370.3414,604.8723,379.3668,393.9432,282.5487,116.2702,207.532,370.3414,648.6157,557.0665,457.63,495.7492,170.3483,306.2805,488.0087,A1,word_pos,tard,ADV,tard,ADV,tard,ADV,15649,12685.0
travail,NOUN,A1,beacco,604.1499,724.3841,604.1499,578.1208,718.863,573.0861,880.7306,1446.1227,724.3841,609.26,590.6904,749.1167,615.5935,699.3361,1268.51,703.9089,A1,word_pos,travail,N,travail,NOM,travail,NOUN,16123,13068.0
mettre,VERB,A1,beacco,600.8192,1050.8199,600.8192,1263.9285,1165.8085,838.9059,1129.0455,875.4896,1050.8199,595.4749,1326.2624,1358.0065,1108.7943,1237.4381,930.4418,1179.717,A1,word_pos,mettre,V,mettre,VER,mettre,VERB,10128,8040.0
fête,NOUN,A1,beacco,592.1628,328.1885,592.1628,468.9227,290.305,123.445,119.9311,0.0,328.1885,576.8056,375.2247,282.8412,175.4685,66.4491,0.0,305.2002,A1,word_pos,fête,N,fête,NOM,fête,NOUN,7274,5656.0
deux,ADJ,A1,crf_first_attested,591.5947,697.1261,591.5947,856.3233,614.4498,827.6325,389.1793,683.9384,697.1261,,,,,,,,,crf_only,deux,A,,,deux,ADJ,4647,
vite,ADV,A1,beacco,582.6091,345.7149,582.6091,399.9127,317.3639,267.7708,221.47,43.6102,345.7149,565.3086,401.9265,329.1262,337.8787,205.0941,86.9662,355.0097,A1,word_pos,vite,ADV,vite,ADV,vite,ADV,16919,13611.0
tu,ADV,A1,crf_first_attested,579.576,193.6908,579.576,312.9981,96.6189,36.9324,11.2294,0.0,193.6908,,,,,,,,,crf_only,tu,ADV,,,tu,ADV,16271,
entrer,VERB,A1,beacco,578.3326,524.0881,578.3326,527.4506,488.9258,850.9101,203.6893,72.7833,524.0881,502.1113,580.8419,509.725,825.8862,170.044,145.006,535.3301,A1,word_pos,entrer,V,entrer,VER,entrer,VERB,6239,4763.0
entre,PREP,A1,beacco,572.7657,992.3347,572.7657,834.156,1077.1728,810.5366,1450.8782,1724.0024,992.3347,601.2213,995.3983,1023.0577,774.8342,1599.3289,2023.5687,1032.37,A1,word_pos,entre,PREP,entre,PRP,entre,PREP,6224,4749.0
histoire,NOUN,A1,beacco,567.411,447.2181,567.411,435.6141,446.8467,369.8918,412.1573,115.473,447.2181,738.4964,628.9547,488.484,463.3645,361.1094,143.7667,526.7729,A1,word_pos,histoire,N,histoire,NOM,histoire,NOUN,7889,6174.0
parce,CONJ,A1,beacco,566.8621,562.8499,,,,,,,,566.8621,643.3592,507.133,499.4798,562.4182,407.0385,562.8499,A1,beacco_only,,,parce,KON,parce,CONJ,,9202.0
h,NOUN,A1,crf_first_attested,565.2418,109.0242,565.2418,44.6457,50.7863,21.0331,34.7528,0.0,109.0242,,,,,,,,,crf_only,h,N,,,h,NOUN,7738,
pays,NOUN,A1,beacco,561.7282,822.3622,561.7282,725.5828,712.5038,670.3971,1084.066,1720.5804,822.3622,639.4041,753.1489,697.4627,511.4994,988.7509,1355.1553,771.7224,A1,word_pos,pays,N,pays,NOM,pays,NOUN,11827,9374.0
la,PRON,A1,beacco,556.3736,697.1144,,,,,,,,556.3736,1048.3983,770.2385,474.179,351.8222,283.3744,697.1144,A1,beacco_only,,,la,PRO,la,PRON,,7294.0
puis,CONJ,A1,crf_first_attested,554.6855,656.7641,554.6855,795.9941,737.0238,564.9368,457.5019,223.0134,656.7641,,,,,,,,,crf_only,puis,CONJC,,,puis,CONJ,13018,
sortir,VERB,A1,beacco,551.7192,672.3204,551.7192,720.6231,668.1465,1092.0091,366.7298,156.0767,672.3204,573.6976,783.4566,653.4477,1136.5547,330.0456,174.5002,694.0968,A1,word_pos,sortir,V,sortir,VER,sortir,VERB,14958,12109.0
seul,ADJ,A1,beacco,548.4615,908.0018,548.4615,1125.835,1099.5519,784.3826,673.4021,750.3316,908.0018,627.548,1031.4196,910.5198,723.0071,557.8508,896.791,821.6381,A1,word_pos,seul,A,seul,ADJ,seul,ADJ,14708,11901.0
vraiment,ADV,A1,beacco,537.9408,302.8841,537.9408,420.2718,254.2993,153.0456,180.2495,47.8486,302.8841,567.3175,431.2593,273.6848,154.9659,205.1494,78.971,313.2732,A1,word_pos,vraiment,ADV,vraiment,ADV,vraiment,ADV,17037,13705.0
préparer,VERB,A1,beacco,535.8598,222.6347,535.8598,211.7607,195.9172,93.1438,160.1891,39.0192,222.6347,500.5533,224.3898,249.3763,95.9284,129.165,56.7717,231.4962,A1,word_pos,préparer,V,préparer,VER,préparer,VERB,12919,10325.0
français,ADJ,A1,beacco,535.0849,547.0295,535.0849,368.0011,629.4738,208.123,503.842,1721.7485,547.0295,1072.8838,495.7521,698.64,318.062,658.9594,1886.2868,709.875,A1,word_pos,français,A,français,ADJ,français,ADJ,7107,5502.0
sans,PREP,A1,beacco,532.2128,1162.99,532.2128,1155.9831,1468.367,1405.4389,1016.0465,806.003,1162.99,456.8113,1324.3205,1616.1774,1831.5618,1260.6823,1338.5515,1347.787,A1,word_pos,sans,PREP,sans,PRP,sans,PREP,14448,11697.0
adorer,VERB,A1,beacco,530.194,136.6405,530.194,163.4157,66.3354,17.4464,9.3035,2.0587,136.6405,637.3647,149.3208,55.1359,27.2478,6.0005,4.0185,139.8898,A1,word_pos,adorer,V,adorer,VER,adorer,VERB,235,210.0
heure,NOUN,A1,beacco,529.4189,324.1363,529.4189,393.937,257.0969,306.4363,189.8929,57.7365,324.1363,2456.0033,1256.9327,999.0123,1575.8291,597.2663,285.9783,1270.7439,A1,word_pos,heure,N,heure,NOM,heure,NOUN,7853,6146.0
aider,VERB,A1,beacco,527.6161,307.2871,527.6161,353.443,238.9656,261.2783,175.8646,130.2559,307.2871,572.1163,369.2804,288.0627,283.5655,200.7962,135.3747,332.7336,A1,word_pos,aider,V,aider,VER,aider,VERB,380,331.0
trois,DET,A1,crf_first_attested,526.2341,491.7378,526.2341,525.0053,488.1672,480.8965,393.9873,301.3469,491.7378,,,,,,,,,crf_only,trois,DET,,,trois,DET,16207,
parce que,CONJ,A1,crf_first_attested,526.0478,583.4665,526.0478,655.6505,542.3771,616.4803,491.1941,385.5006,583.4665,,,,,,,,,crf_only,parce que,CONJS,,,parce que,CONJ,11641,
comprendre,VERB,A1,beacco,519.4456,550.3149,519.4456,607.4512,495.9649,783.5602,382.6575,276.6039,550.3149,531.4685,638.6088,625.948,851.4895,419.3532,503.8894,627.8528,A1,word_pos,comprendre,V,comprendre,VER,comprendre,VERB,3467,2770.0
copain,NOUN,A1,beacco,519.1471,132.1925,519.1471,157.0012,47.602,14.5038,52.3355,0.0,132.1925,281.0214,120.8942,28.8615,8.4014,40.1357,0.0,84.7673,A1,word_pos,copain,N,copain,NOM,copain,NOUN,3894,3143.0
préférer,VERB,A1,beacco,519.1437,186.7721,519.1437,185.2537,95.9261,109.0192,84.554,166.5373,186.7721,534.6636,229.7464,111.4539,133.674,88.3167,145.006,201.25,A1,word_pos,préférer,V,préférer,VER,préférer,VERB,12896,10303.0
blanc,ADJ,A1,beacco,507.9829,278.8152,507.9829,432.5765,246.9771,121.5068,65.7904,4.1173,278.8152,668.3374,407.0583,291.7135,146.3091,127.9249,4.0185,311.8147,A1,word_pos,blanc,A,blanc,ADJ,blanc,ADJ,1917,1457.0
restaurant,NOUN,A1,beacco,497.4165,141.2765,497.4165,85.2744,80.1169,122.9424,52.5248,0.0,141.2765,602.0668,92.3835,88.8051,125.3489,40.0479,0.0,148.6608,A1,word_pos,restaurant,N,restaurant,NOM,restaurant,NOUN,13772,11080.0
salle,NOUN,A1,beacco,494.4423,335.0708,494.4423,590.7262,222.4915,171.3584,125.5427,56.9312,335.0708,493.3535,593.7713,214.6558,194.6627,120.4072,86.9662,334.2111,A1,word_pos,salle,N,salle,NOM,salle,NOUN,14419,11672.0
tour,NOUN,A1,beacco,494.1332,243.0385,494.1332,185.4226,171.9109,323.5156,139.1993,12.9876,243.0385,429.4942,253.3794,236.8682,402.0651,181.032,12.833,288.197,A1,word_pos,tour,N,tour,NOM,tour,NOUN,15966,12947.0
tu,DET,A1,crf_first_attested,493.7582,164.5562,493.7582,243.0593,88.4509,20.8676,12.7628,0.0,164.5562,,,,,,,,,crf_only,tu,DET,,,tu,DET,16273,
musique,NOUN,A1,beacco,488.6275,238.9046,488.6275,185.1058,281.7797,113.2941,103.1024,9.6228,238.9046,487.8106,240.5298,295.4517,106.6866,114.8445,19.328,256.2126,A1,word_pos,musique,N,musique,NOM,musique,NOUN,10588,8409.0
écrire,VERB,A1,beacco,483.2156,448.4355,483.2156,283.4478,352.2049,535.4631,476.3217,704.4308,448.4355,494.9188,334.8676,432.5634,546.8009,383.6691,363.6706,445.6552,A1,word_pos,écrire,V,écrire,VER,écrire,VERB,17466,13872.0
photo,NOUN,A1,beacco,483.0275,163.6633,483.0275,99.6067,87.7685,166.233,120.513,0.0,163.6633,511.1007,129.0133,79.9898,169.9472,112.8614,0.0,167.4624,A1,word_pos,photo,N,photo,NOM,photo,NOUN,12029,9544.0
